"","user_name","country_code","user_name","created_at","sender_account_name","receiver_account_name","project_name","contributor_name","user_name","title","organization","updated_at","started_at","ended_at","commits"
"1","Stefan Küng","CH","Stefan","2017-03-30T17:17:02Z;2016-11-08T08:32:31Z;2016-05-16T14:56:03Z;2016-03-18T21:14:23Z;2016-02-08T18:23:24Z;2014-12-23T09:52:49Z;2014-12-19T12:57:13Z;2014-11-30T09:03:56Z;2014-11-13T13:41:52Z;2014-10-23T21:21:48Z;2014-09-04T08:06:52Z;2014-08-11T13:35:01Z;2014-08-10T11:02:57Z;2014-08-06T11:38:08Z;2014-08-05T12:37:02Z;2014-07-01T12:56:05Z;2014-06-27T15:08:22Z;2014-04-26T07:37:53Z;2014-03-25T14:16:44Z;2014-01-28T21:15:42Z;2013-12-26T21:08:02Z;2013-12-17T16:25:47Z;2013-09-11T03:34:43Z;2013-09-06T08:49:08Z;2013-08-01T20:30:27Z;2013-07-29T20:27:00Z;2013-06-03T02:47:31Z;2013-01-02T17:27:40Z;2012-11-19T09:38:46Z;2012-09-12T21:39:43Z;2012-07-11T03:24:46Z;2012-02-18T16:47:40Z;2012-01-29T14:58:50Z;2012-01-21T12:26:05Z;2011-07-14T20:31:38Z;2011-06-06T05:11:04Z;2011-05-30T11:44:27Z;2011-05-25T18:13:19Z;2011-04-22T03:47:42Z;2011-03-10T20:21:27Z;2011-03-04T20:18:35Z;2011-03-02T12:55:57Z;2011-02-20T08:29:53Z;2011-01-12T14:35:59Z;2010-12-26T17:58:02Z;2010-12-12T17:31:48Z;2010-11-16T02:35:09Z;2010-11-14T13:00:20Z;2010-10-12T17:51:42Z;2010-09-26T22:54:47Z;2010-09-20T05:53:20Z;2010-09-05T20:40:08Z;2010-09-05T07:21:52Z;2010-08-13T11:56:06Z;2010-08-11T07:01:08Z;2010-08-02T13:30:29Z;2010-07-18T23:48:20Z;2010-07-18T22:26:34Z;2010-07-13T18:56:20Z;2010-07-07T18:46:45Z;2010-07-06T15:15:11Z;2010-06-30T06:50:11Z;2010-06-22T06:25:16Z;2010-06-18T07:52:31Z;2010-06-02T14:55:37Z;2010-05-13T07:02:55Z;2010-05-10T15:50:15Z;2010-05-08T15:31:15Z;2010-05-08T14:47:10Z;2010-04-26T09:45:02Z;2010-04-04T14:39:27Z;2010-02-28T01:06:57Z;2010-02-21T11:01:56Z;2010-02-20T11:49:40Z;2010-01-14T18:36:16Z;2009-12-29T16:18:10Z;2009-11-17T22:42:51Z;2009-11-11T15:57:26Z;2009-11-04T22:43:08Z;2009-10-23T08:18:43Z;2009-10-08T12:06:34Z;2009-10-08T08:12:21Z;2009-10-06T21:19:04Z;2009-10-04T23:16:08Z;2009-09-30T19:24:56Z;2009-09-03T06:19:45Z;2009-09-01T01:20:55Z;2009-08-28T16:47:13Z;2009-08-26T10:35:00Z;2009-08-11T08:17:21Z;2009-08-07T15:12:01Z;2009-08-03T04:26:05Z;2009-06-18T19:22:49Z;2009-06-16T23:31:32Z;2009-05-04T13:24:21Z;2009-05-04T12:59:53Z;2009-05-02T08:07:37Z;2009-04-30T16:01:30Z;2009-04-22T07:45:41Z;2009-03-23T04:09:33Z;2009-03-18T22:43:05Z;2009-03-15T06:45:11Z;2009-02-11T00:30:55Z;2009-02-04T07:42:18Z;2009-01-02T21:39:17Z;2008-12-25T21:50:48Z;2008-11-15T00:22:11Z;2008-11-12T03:27:34Z;2008-10-22T10:10:21Z;2008-10-17T16:15:27Z;2008-10-13T08:13:35Z;2008-10-10T23:40:18Z;2008-10-08T06:45:43Z;2008-08-30T23:05:22Z;2008-08-05T18:13:36Z;2008-07-16T23:55:44Z;2008-07-10T03:22:55Z;2008-06-23T17:29:54Z;2008-06-04T04:01:55Z;2008-06-01T15:32:29Z;2008-05-03T11:50:36Z;2008-04-28T01:32:22Z;2008-03-20T20:54:08Z;2008-03-20T14:18:30Z;2008-03-09T14:14:25Z;2008-03-06T13:48:37Z;2008-02-26T02:01:43Z;2008-02-03T11:31:58Z;2008-01-23T11:31:12Z;2008-01-22T15:40:27Z;2007-12-06T19:22:41Z;2007-11-24T23:01:30Z;2007-11-17T21:00:12Z;2007-11-13T06:57:22Z;2007-11-12T21:53:37Z;2007-11-12T21:51:20Z;2007-11-02T23:17:48Z;2007-10-24T12:09:57Z;2007-10-23T23:37:18Z;2007-10-13T05:08:16Z;2007-10-04T06:38:06Z;2007-09-30T18:08:45Z;2007-09-24T22:46:12Z;2007-09-19T02:47:40Z;2007-09-01T16:54:16Z;2007-08-26T18:51:12Z;2007-08-25T01:33:55Z;2007-08-23T18:35:09Z;2007-08-07T21:27:40Z;2007-08-02T19:12:34Z;2007-08-02T18:16:02Z;2007-07-30T16:18:35Z;2007-07-24T00:28:04Z;2007-07-19T07:57:22Z;2007-07-17T09:53:23Z;2007-07-15T13:30:26Z;2007-07-15T00:16:10Z;2007-07-13T10:28:09Z;2007-07-05T23:32:11Z;2007-07-04T01:16:08Z;2007-06-29T15:29:23Z;2007-06-28T20:14:17Z;2007-06-16T07:30:12Z;2007-06-15T20:07:57Z;2007-06-01T21:48:58Z;2007-05-22T22:19:37Z;2007-05-14T13:18:21Z;2007-05-13T17:52:40Z;2007-05-11T13:21:43Z;2007-05-10T19:15:47Z;2007-05-10T10:02:48Z;2007-05-09T11:20:05Z","asoria;davidlixiao;richmond;cararuseugeniu;chandlerhu1;bailbond;Refael Ackermann;portez;rokx;nimblebits;versat;lukasmagler;white055;moritzrau77;brusche10;Snaehild;ziggythepinhead;golegaonkar_amol;kasra-Ahmadi;epreston;jayrod;basanas1606;rdmarsh;codeisle;LeRock;socialtfs;brunzefb;MichaelMauderer;Eric Grange;My_Boon;juancentro;SomethingNewNow;vierbergenlars;yallie;Petr Abdulin;Cruz Bishop;GeodiaWed;otik;Abhay Mujumdar;Mickey Shroff;skultemi;kochol;Stephen G. Barr;gyk.net;Trillian;Jeffrey Eric Altman;Stephanie Schmidt;malyelfik;4chill3s;Mikael Relbe;Detlef Volmer;MesoX;Neo_mat;tankxC;rwik;Sébastien Kirche;ckeene;Bruce Schubert;nagasakai;mattmoon9;Steve Karg;Peter ""Ped"" Helcmanovsky;JohannesEH;sempre;Lars Funke;mike_cai;jgodfrey;imikay;brov;hugo10;Joseph Crowell;Alisson Oliveira;Asher Baker;SkyLanceR;Clément Bourgeois;MartinAcevedo;DEV-Storm;Dirk Helbig;holypodi;Malacka;Saggi Malachi;vektor330;frgtn;blaher;FricGeger;Ryan J Ollos;Joel Low;plillevold;castillo;rofiudin;molex;rashan;synlag;David O'Shea;Zenolijo;Tukotih;MacBarfuss;Jeroen Ruigrok van der Werven (asmodai);Nicolas Surian (aka NairuS);aaronchi;Beau Gunderson;Jonathon Rossi;Shane Liesegang;Johan Stenqvist;gar1t;Damien Metzger;Xedecimal;hoffadam;pini4;biligt;Steffen Opel;Domingo Suárez Torres;olc;Milen A. Radev;shomaker;sunspace;tjholowaychuk;sunsay;nosferatus;tew;João Magalhães;Mario Fortier;Sean Colombo;ranjan_george;Dmitriy Kopylenko;Patrick Freitag;persia_;Peer Sommerlund;Mladen Mihajlovic;Maciej A. Kamiński;Kevin Hutson;fernandonajera;tamas.majoros;Jeff Standen;EricSch;Atif Aziz;mathiaus;anti;sf1974;Daniel de Oliveira;Wolf Peuker;chronosMark;Ron Fulkerson;Mark Phippard;Dario Solera;Martin Holzhauer;Diego Plentz;Daniel Rall;agony;Scott Collison;Steven Noonan;Jason Allen;Dominique Faure;jafin;Daniel Scibrany;Arif Refik Şenol;Emmanuel Blot;NMarkgraf;eaxs;Sjon;Matt Doar;tuler;Peter Arrenbrecht;lego;Sergey Lipnevich;stannic;Tobias Schäfer;Andrey Larionov;Marcos Meli;Emmanuel Stapf;Lübbe Onken;Simon Large","Stefan Küng","","","Stefan","lead developer;TortoiseSVN Support page;TortoiseSVN FAQ;;;;;;;;;",";;;;;;;;;","2017-05-15T20:18:59Z;2017-05-15T20:18:57Z;2017-05-15T20:16:27Z;2017-04-06T17:57:56Z;2017-05-15T20:17:05Z;2017-05-28T04:58:21Z;2017-03-07T05:42:27Z;2017-04-07T19:38:34Z;2017-05-27T00:05:26Z;2017-05-15T20:12:49Z","","","13338;1622;623;574;923;170;251;203;70;77"
"2","odvarko","","odvarko","2017-05-23T10:41:03Z;2016-12-07T19:43:38Z;2015-09-01T19:28:34Z;2015-02-19T20:43:39Z;2014-09-21T16:06:27Z;2014-09-11T10:54:31Z;2014-08-22T03:13:21Z;2014-08-10T11:03:02Z;2014-08-06T11:38:05Z;2014-08-05T12:37:10Z;2014-07-29T22:38:31Z;2014-07-10T13:09:36Z;2014-06-18T08:02:10Z;2011-09-23T10:57:23Z;2014-03-06T13:25:53Z;2013-05-22T00:39:30Z;2013-02-01T23:51:09Z;2012-04-20T07:29:52Z;2011-11-06T23:43:39Z","harwindera;kirod;andersevenrud;ceci44;Diego Casorran;Jan Keromnes;perfectinsurance;white055;moritzrau77;brusche10;marekkalnik;mariobieler700;omni360;Sebastian Zartner;Sebastian Zartner;sdumitriu;Daniel Gerhardt;Gideon Sireling;Sergey Chernyshev","odvarko","","","odvarko",";Firebug Blog;Firebug Wiki;Firebug Issue Tracker;Firebug users discussion group","","2017-05-17T15:15:39Z","","","7636"
"3","Jim Meyering","","meyering","2017-06-03T06:06:21Z;2016-10-24T17:02:23Z;2016-02-03T13:22:49Z;2015-05-27T00:18:58Z;2015-02-09T23:41:46Z;2014-12-23T09:53:22Z;2014-08-14T04:25:35Z;2014-08-10T11:03:05Z;2014-08-05T12:37:19Z;2014-07-05T05:49:32Z;2014-03-09T10:40:45Z;2014-01-19T10:40:52Z;2013-08-05T15:37:54Z;2013-08-05T15:38:00Z;2013-08-05T15:37:57Z;2012-08-10T15:35:31Z;2012-08-07T11:52:43Z;2012-04-18T14:54:47Z;2012-02-28T12:36:10Z;2011-09-03T10:24:10Z;2011-05-30T11:46:03Z;2011-05-06T07:11:19Z;2011-04-11T01:04:14Z;2011-03-16T12:53:18Z;2010-12-18T18:30:47Z;2010-12-15T20:38:21Z;2010-11-14T10:21:33Z;2010-11-09T15:12:07Z;2010-10-30T13:41:11Z;2010-10-06T20:45:08Z;2010-09-26T21:47:25Z;2010-08-18T08:10:30Z;2010-05-18T13:34:33Z;2010-04-27T10:24:48Z;2010-04-04T14:41:58Z;2010-03-17T14:29:44Z;2010-03-02T21:42:40Z;2010-02-28T19:36:17Z;2010-02-06T07:33:26Z;2009-12-28T16:09:32Z;2009-12-25T01:18:04Z;2009-12-24T06:04:40Z;2009-12-02T16:01:01Z;2009-11-02T15:47:26Z;2009-10-12T14:50:16Z;2009-09-17T08:38:15Z;2009-06-25T10:06:48Z;2009-06-06T19:13:08Z;2009-05-26T14:38:06Z;2009-05-09T07:48:57Z;2009-04-17T19:52:53Z;2009-03-06T00:19:00Z;2008-12-28T09:33:34Z;2008-11-12T03:28:12Z;2008-09-29T11:04:56Z;2008-09-09T02:38:53Z;2008-08-23T23:02:54Z;2008-08-08T01:08:23Z;2008-07-01T12:47:06Z;2008-06-13T18:13:15Z;2008-05-26T19:21:10Z;2008-05-09T18:12:44Z;2008-04-22T02:24:47Z;2008-04-05T11:12:12Z;2008-03-30T21:06:02Z;2008-03-27T23:54:29Z;2008-03-26T08:00:51Z;2008-03-25T13:51:33Z;2008-03-12T11:07:35Z;2008-03-05T19:11:14Z;2008-03-04T13:48:21Z;2008-02-27T10:32:12Z;2008-02-26T02:31:44Z;2008-02-22T21:00:40Z;2008-02-22T02:58:33Z;2008-02-17T17:59:56Z;2008-02-15T03:13:40Z;2008-02-08T14:23:50Z;2008-02-06T21:43:20Z;2008-01-21T16:44:33Z;2008-01-15T22:51:38Z;2008-01-15T15:49:11Z;2008-01-11T21:22:29Z;2008-01-07T09:44:25Z;2008-01-02T22:51:11Z;2007-12-19T10:43:02Z;2007-12-14T00:47:36Z;2007-12-03T14:25:42Z;2007-11-19T18:33:35Z;2007-11-11T23:37:55Z;2007-10-26T00:19:35Z;2007-10-25T18:58:43Z;2007-09-24T22:09:01Z;2007-09-03T17:57:42Z;2007-06-04T06:19:49Z","kirod;sandroacoelho;G. B. Versiani;Jérôme Fenal;Andre Azevedo;bailbond;xiaofengzhao;white055;brusche10;workoutworkshop1;b_qevin;krofna;Stefano Lattarini;Stefano Lattarini;Stefano Lattarini;Behdad Esfahbod;Sylvestre Ledru;Michal Privoznik;Francesco Guastella;Mohammed Q. Hussain;GeodiaWed;huerlisi;adriansky;Dodji Seketeli;Brad Landis;Andy Verprauskus;Pedro J. Ruiz Lopez;gottowik;mirabilos;Raphaël Pinson;Andreas Linden;Alfred M. Szmidt;MartinOlsen;hugo10;Joseph Crowell;d3v1an;Dmitry V. Levin;SkyLanceR;tirthab;Alexey Yakovenko;Sam Ferry;amrut506;graydon;holypodi;Stepan Kasal;rakeshpandit;ananta_pertama;Giuseppe Scrivano;Hatsuney;Steven Dake;Nathan Crause;Roland McGrath;Alexandre Dulaunoy;hoffadam;Andreas Ericsson;Borja Tarraso;Mateusz Loskot;Lineage II Core - PigasosDevTeam;Akim Demaille;Jonathan Gonzalez V.;Harald Hoyer;Brian Gianforcaro;Debarshi Ray;gzuki;Benoit Sigoure;Colin Walters;luddic;gabriel TESSIER;many;James Youngman;Jose E. Marchesi;Paolo Bonzini;Gary Wallis;Russell Bryant;Eric Blake;yaph;Daniel Berrange;Ralf Wildenhues;Tom Tromey;Maciej A. Kamiński;willcode4beer;Stephan Peijnik;nevyn;Junio C Hamano;Luca Bruno;Pádraig Brady;AndyArmstrong;to1mmy2;İsmail Dönmez;mairin;Michael DeHaan;alikins;Karel Zak;Otavio Salvador;Simon Josefsson","Jim Meyering","","","meyering",";RFC-1952;;;;;maintainer;;;;Latest NEWS-file;",";;;;;;;;;","2017-06-07T18:14:57Z;2017-05-25T19:07:08Z;2017-04-06T17:46:10Z;2017-04-28T18:56:34Z;2017-05-01T15:00:03Z;2017-06-07T14:20:59Z;2017-05-26T15:51:01Z;2017-06-07T18:11:20Z;2017-05-15T20:19:00Z;2016-11-02T00:06:12Z","","","219;5056;662;140;223;24092;334;89;122;1797"
